import time: self [us] | cumulative | imported package
import time:       566 |        566 |                               torch._prims.context
import time:       744 |       1309 |                             torch._prims.executor
import time:       580 |        580 |                             torch.fx.passes.fake_tensor_prop
import time:      2695 |       4584 |                           torch.onnx._internal.onnxruntime
import time:       558 |        558 |                             torch.onnx.errors
import time:      1369 |       1926 |                           torch.onnx._type_utils
import time:       442 |        442 |                             torch.onnx._constants
import time:       698 |        698 |                             torch.onnx._deprecation
import time:       530 |        530 |                               torch.onnx._globals
import time:       745 |        745 |                                 torch.onnx._internal.registration
import time:      1352 |       2097 |                               torch.onnx._internal.jit_utils
import time:      1459 |       4085 |                             torch.onnx.symbolic_helper
import time:       717 |        717 |                                           torch.onnx._internal.diagnostics.infra.sarif._property_bag
import time:      1569 |       2286 |                                         torch.onnx._internal.diagnostics.infra.sarif._address
import time:      1369 |       1369 |                                             torch.onnx._internal.diagnostics.infra.sarif._multiformat_message_string
import time:       811 |       2180 |                                           torch.onnx._internal.diagnostics.infra.sarif._artifact_content
import time:       865 |        865 |                                             torch.onnx._internal.diagnostics.infra.sarif._message
import time:       889 |       1754 |                                           torch.onnx._internal.diagnostics.infra.sarif._artifact_location
import time:      1092 |       5025 |                                         torch.onnx._internal.diagnostics.infra.sarif._artifact
import time:      1055 |       1055 |                                             torch.onnx._internal.diagnostics.infra.sarif._region
import time:       784 |       1838 |                                           torch.onnx._internal.diagnostics.infra.sarif._replacement
import time:       830 |       2668 |                                         torch.onnx._internal.diagnostics.infra.sarif._artifact_change
import time:       872 |        872 |                                           torch.onnx._internal.diagnostics.infra.sarif._rectangle
import time:       844 |       1716 |                                         torch.onnx._internal.diagnostics.infra.sarif._attachment
import time:       828 |        828 |                                                 torch.onnx._internal.diagnostics.infra.sarif._location_relationship
import time:       993 |        993 |                                                 torch.onnx._internal.diagnostics.infra.sarif._logical_location
import time:       866 |        866 |                                                 torch.onnx._internal.diagnostics.infra.sarif._physical_location
import time:       929 |       3615 |                                               torch.onnx._internal.diagnostics.infra.sarif._location
import time:       828 |        828 |                                                 torch.onnx._internal.diagnostics.infra.sarif._tool_component_reference
import time:       869 |       1696 |                                               torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor_reference
import time:       850 |        850 |                                                 torch.onnx._internal.diagnostics.infra.sarif._stack_frame
import time:       809 |       1659 |                                               torch.onnx._internal.diagnostics.infra.sarif._stack
import time:       952 |        952 |                                               torch.onnx._internal.diagnostics.infra.sarif._web_request
import time:      1017 |       1017 |                                               torch.onnx._internal.diagnostics.infra.sarif._web_response
import time:      1245 |      10181 |                                             torch.onnx._internal.diagnostics.infra.sarif._thread_flow_location
import time:       847 |      11028 |                                           torch.onnx._internal.diagnostics.infra.sarif._thread_flow
import time:       785 |      11813 |                                         torch.onnx._internal.diagnostics.infra.sarif._code_flow
import time:       851 |        851 |                                           torch.onnx._internal.diagnostics.infra.sarif._reporting_configuration
import time:       808 |       1659 |                                         torch.onnx._internal.diagnostics.infra.sarif._configuration_override
import time:       891 |        891 |                                               torch.onnx._internal.diagnostics.infra.sarif._exception
import time:       949 |       1839 |                                             torch.onnx._internal.diagnostics.infra.sarif._notification
import time:      1475 |       3313 |                                           torch.onnx._internal.diagnostics.infra.sarif._invocation
import time:       819 |        819 |                                                 torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor_relationship
import time:      1089 |       1908 |                                               torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor
import time:       922 |        922 |                                               torch.onnx._internal.diagnostics.infra.sarif._translation_metadata
import time:      1573 |       4402 |                                             torch.onnx._internal.diagnostics.infra.sarif._tool_component
import time:       812 |       5213 |                                           torch.onnx._internal.diagnostics.infra.sarif._tool
import time:       831 |       9357 |                                         torch.onnx._internal.diagnostics.infra.sarif._conversion
import time:       872 |        872 |                                         torch.onnx._internal.diagnostics.infra.sarif._edge
import time:       896 |        896 |                                         torch.onnx._internal.diagnostics.infra.sarif._edge_traversal
import time:       841 |        841 |                                             torch.onnx._internal.diagnostics.infra.sarif._node
import time:       835 |       1676 |                                           torch.onnx._internal.diagnostics.infra.sarif._graph
import time:       772 |        772 |                                             torch.onnx._internal.diagnostics.infra.sarif._fix
import time:       934 |        934 |                                             torch.onnx._internal.diagnostics.infra.sarif._graph_traversal
import time:       926 |        926 |                                             torch.onnx._internal.diagnostics.infra.sarif._result_provenance
import time:       883 |        883 |                                             torch.onnx._internal.diagnostics.infra.sarif._suppression
import time:      1672 |       5186 |                                           torch.onnx._internal.diagnostics.infra.sarif._result
import time:      1384 |       8245 |                                         torch.onnx._internal.diagnostics.infra.sarif._external_properties
import time:       878 |        878 |                                         torch.onnx._internal.diagnostics.infra.sarif._external_property_file_reference
import time:      1259 |       1259 |                                         torch.onnx._internal.diagnostics.infra.sarif._external_property_file_references
import time:      1014 |       1014 |                                           torch.onnx._internal.diagnostics.infra.sarif._run_automation_details
import time:       818 |        818 |                                           torch.onnx._internal.diagnostics.infra.sarif._special_locations
import time:       923 |        923 |                                           torch.onnx._internal.diagnostics.infra.sarif._version_control_details
import time:      1684 |       4438 |                                         torch.onnx._internal.diagnostics.infra.sarif._run
import time:       864 |        864 |                                         torch.onnx._internal.diagnostics.infra.sarif._sarif_log
import time:     12084 |      64052 |                                       torch.onnx._internal.diagnostics.infra.sarif
import time:       729 |      64781 |                                     torch.onnx._internal.diagnostics.infra.formatter
import time:      3768 |      68549 |                                   torch.onnx._internal.diagnostics.infra._infra
import time:       496 |        496 |                                     torch.onnx._internal.diagnostics.infra.utils
import time:       449 |        449 |                                     torch.onnx._internal.diagnostics.infra.sarif.version
import time:      2144 |       3088 |                                   torch.onnx._internal.diagnostics.infra.context
import time:      1111 |      72746 |                                 torch.onnx._internal.diagnostics.infra
import time:       766 |      73512 |                               torch.onnx._internal.diagnostics._diagnostic
import time:      1305 |       1305 |                               torch.onnx._internal.diagnostics._rules
import time:      1174 |      75989 |                             torch.onnx._internal.diagnostics
import time:       563 |        563 |                             torch.onnx._internal.onnx_proto_utils
import time:       956 |      82732 |                           torch.onnx.utils
import time:      3398 |       3398 |                             torch.onnx.symbolic_opset9
import time:       675 |       4073 |                           torch.onnx.symbolic_caffe2
import time:       562 |        562 |                           torch.onnx.symbolic_opset7
import time:       687 |        687 |                           torch.onnx.symbolic_opset8
import time:       958 |        958 |                           torch.onnx.symbolic_opset10
import time:       987 |        987 |                           torch.onnx.symbolic_opset11
import time:       630 |        630 |                           torch.onnx.symbolic_opset12
import time:       748 |        748 |                           torch.onnx.symbolic_opset13
import time:       553 |        553 |                           torch.onnx.symbolic_opset14
import time:       489 |        489 |                           torch.onnx.symbolic_opset15
import time:       524 |        524 |                           torch.onnx.symbolic_opset16
import time:       536 |        536 |                           torch.onnx.symbolic_opset17
import time:       678 |        678 |                           torch.onnx.symbolic_opset18
import time:       444 |        444 |                           torch.onnx.symbolic_opset19
import time:       548 |        548 |                           torch.onnx.symbolic_opset20
import time:       837 |        837 |                             torch.onnx._internal.io_adapter
import time:       640 |        640 |                               torch.onnx._internal.fx.patcher
import time:       512 |        512 |                               torch.onnx._internal.fx.serialization
import time:      1021 |       2171 |                             torch.onnx._internal.fx
import time:      1636 |       1636 |                               torch.onnx._internal.fx.registration
import time:       703 |       2339 |                             torch.onnx._internal.fx.decomposition_table
import time:      1271 |       6617 |                           torch.onnx._internal._exporter_legacy
import time:      4767 |     120268 |                         torch._dynamo.variables.torch
import time:      4632 |     740148 |                       torch._dynamo.variables
import time:     76537 |     825641 |                     torch._dynamo.trace_rules
import time:       544 |        544 |                     torch._dynamo.funcname_cache
import time:      1133 |       1133 |                         torch._dynamo.graph_region_tracker
import time:       953 |       2085 |                       torch._dynamo.graph_deduplication
import time:       803 |        803 |                       torch._dynamo.side_effects
import time:      1397 |       1397 |                           torch.compiler.config
import time:      2910 |       4306 |                         torch._dynamo.pgo
import time:       658 |        658 |                         torch._dynamo.variables.script_object
import time:      3858 |       8821 |                       torch._dynamo.variables.builder
import time:      4056 |      15763 |                     torch._dynamo.output_graph
import time:     11996 |     896151 |                   torch._dynamo.symbolic_convert
import time:       868 |        868 |                   torch._dynamo.cache_size
import time:      3549 |     912837 |                 torch._dynamo.convert_frame
import time:      1029 |       1029 |                 torch._dynamo.callback
import time:       635 |        635 |                   torch._dynamo.comptime
import time:      1637 |       2272 |                 torch._dynamo.decorators
import time:      1306 |       1306 |                   torch._functorch.make_functional
import time:      2061 |       2061 |                     torch._decomp.decompositions_for_rng
import time:       535 |        535 |                             torch._inductor.runtime
import time:       549 |        549 |                             triton
import time:      1782 |       2866 |                           torch._inductor.runtime.hints
import time:       656 |        656 |                           torch.fx.passes.graph_transform_observer
import time:       478 |        478 |                             torch._inductor.runtime.cache_dir_utils
import time:       770 |       1248 |                           torch._inductor.runtime.runtime_utils
import time:      3634 |       8402 |                         torch._inductor.utils
import time:      3788 |      12189 |                       torch._inductor.cudagraph_utils
import time:       543 |        543 |                           redis
import time:      1574 |       2117 |                         torch._inductor.remote_cache
import time:      1405 |       3521 |                       torch._inductor.runtime.autotune_cache
import time:      3008 |      18717 |                     torch._inductor.output_code
import time:       753 |        753 |                         shlex
import time:       624 |        624 |                         torch._inductor.exc
import time:      1726 |       1726 |                         torch._inductor.metrics
import time:       556 |        556 |                           torch._inductor.codegen
import time:       706 |       1261 |                         torch._inductor.codegen.cuda
import time:       641 |        641 |                         torch._inductor.codegen.cuda.cuda_env
import time:       499 |        499 |                           torch._inductor.codegen.rocm
import time:       697 |       1195 |                         torch._inductor.codegen.rocm.compile_command
import time:      2564 |       2564 |                         torch._inductor.triton_bundler
import time:      2697 |       2697 |                           torch._inductor.cpu_vec_isa
import time:      1508 |       4204 |                         torch._inductor.cpp_builder
import time:       556 |        556 |                         torch._inductor.runtime.compile_tasks
import time:      5844 |      19365 |                       torch._inductor.codecache
import time:      6769 |       6769 |                           torch._functorch._aot_autograd.schemas
import time:       744 |        744 |                           torch._functorch._aot_autograd.subclass_utils
import time:      1694 |       9206 |                         torch._functorch._aot_autograd.collect_metadata_analysis
import time:       696 |        696 |                         torch._functorch._aot_autograd.input_output_analysis
import time:       548 |        548 |                         torch._functorch._aot_autograd.logging_utils
import time:       694 |        694 |                         torch._functorch._aot_autograd.traced_function_transforms
import time:     94440 |     105582 |                       torch._functorch._aot_autograd.runtime_wrappers
import time:      3556 |     128502 |                     torch._functorch._aot_autograd.autograd_cache
import time:       800 |        800 |                         torch.utils._sympy.reference
import time:       969 |       1768 |                       torch.fx.passes._tensorify_python_scalars
import time:       654 |        654 |                       torch._functorch._aot_autograd.dispatch_and_compile_graph
import time:      1406 |       3828 |                     torch._functorch._aot_autograd.jit_compile_runtime_wrappers
import time:     13144 |      13144 |                       torch._inductor.inductor_prims
import time:       586 |        586 |                         torch._functorch._activation_checkpointing
import time:       714 |       1300 |                       torch._functorch._activation_checkpointing.knapsack
import time:       679 |        679 |                       torch._functorch.compile_utils
import time:      2791 |      17912 |                     torch._functorch.partitioners
import time:      3737 |     174755 |                   torch._functorch.aot_autograd
import time:     30895 |     206954 |                 torch._dynamo.polyfills.loader
import time:      1883 |    1124973 |               torch._dynamo
import time:       873 |    1125845 |             einops._torch_specific
import time:      1185 |    1128200 |           einops.layers.torch
import time:      1036 |    1135039 |         conformer.conformer
import time:      1087 |    1136125 |       conformer
import time:       460 |        460 |                   diffusers.dependency_versions_table
import time:       483 |        483 |                   diffusers.utils.versions
import time:      6005 |       6947 |                 diffusers.dependency_versions_check
import time:       896 |        896 |                   diffusers.utils.logging
import time:     34902 |      35798 |                 diffusers.utils.import_utils
import time:      4787 |      47531 |               diffusers.utils.constants
import time:       566 |        566 |               diffusers.utils.deprecation_utils
import time:       451 |        451 |               diffusers.utils.doc_utils
import time:       742 |        742 |               diffusers.utils.dynamic_modules_utils
import time:       935 |        935 |               diffusers.utils.export_utils
import time:      1776 |       1776 |               diffusers.utils.hub_utils
import time:       651 |        651 |               diffusers.utils.loading_utils
import time:       640 |        640 |               diffusers.utils.outputs
import time:       711 |        711 |               diffusers.utils.peft_utils
import time:       572 |        572 |               diffusers.utils.pil_utils
import time:       876 |        876 |               diffusers.utils.state_dict_utils
import time:      4046 |      59492 |             diffusers.utils
import time:       600 |        600 |             diffusers.utils.dummy_torch_and_torchsde_objects
import time:       547 |        547 |             diffusers.utils.dummy_torch_and_transformers_and_k_diffusion_objects
import time:       532 |        532 |             diffusers.utils.dummy_torch_and_transformers_and_sentencepiece_objects
import time:       499 |        499 |             diffusers.utils.dummy_transformers_and_torch_and_note_seq_objects
import time:      1272 |       1272 |             diffusers.utils.dummy_flax_objects
import time:       554 |        554 |             diffusers.utils.dummy_flax_and_transformers_objects
import time:       483 |        483 |             diffusers.utils.dummy_note_seq_objects
import time:      1356 |      65330 |           diffusers
import time:       636 |      65966 |         diffusers.models
import time:       821 |      66787 |       diffusers.models.activations
import time:      1191 |       1191 |           diffusers.utils.torch_utils
import time:       893 |        893 |               PIL.ImageFilter
import time:      3599 |       3599 |               diffusers.configuration_utils
import time:      1273 |       5764 |             diffusers.image_processor
import time:      2302 |       8065 |           diffusers.models.attention_processor
import time:      2252 |       2252 |           diffusers.models.embeddings
import time:      1648 |       1648 |           diffusers.models.normalization
import time:      3182 |      16336 |         diffusers.models.attention
import time:       623 |        623 |             transformers.onnx
import time:       667 |        667 |             transformers.onnx.utils
import time:      3383 |       4673 |           transformers.models.clip.configuration_clip
import time:      6487 |      11159 |         diffusers.models.lora
import time:      1444 |      28938 |       matcha.models.components.transformer
import time:      1465 |    1233314 |     matcha.models.components.decoder
import time:       965 |        965 |                 logging.handlers
import time:       888 |        888 |                 socketserver
import time:      1775 |       3627 |               logging.config
import time:       558 |        558 |                   hydra._internal
import time:       638 |       1195 |                 hydra._internal.instantiate
import time:       474 |        474 |                       hydra.core
import time:      1022 |       1495 |                     hydra.core.config_search_path
import time:       830 |       2325 |                   hydra._internal.config_search_path_impl
import time:       687 |        687 |                         hydra.errors
import time:       754 |       1441 |                       hydra._internal.deprecation_warning
import time:       567 |        567 |                       hydra.core.singleton
import time:      1225 |       3231 |                     hydra.version
import time:       743 |        743 |                           hydra.core.object_type
import time:       572 |        572 |                             hydra.plugins
import time:      3351 |       3351 |                             hydra.core.default_element
import time:       554 |        554 |                             hydra.plugins.plugin
import time:      2031 |       6506 |                           hydra.plugins.config_source
import time:      1699 |       8947 |                         hydra.core.config_store
import time:      1449 |       1449 |                         hydra.types
import time:     23964 |      34359 |                       hydra.conf
import time:       773 |      35131 |                     hydra.core.hydra_config
import time:      1582 |      39944 |                   hydra.core.utils
import time:      1268 |      43536 |                 hydra._internal.utils
import time:      1309 |      46039 |               hydra._internal.instantiate._instantiate2
import time:       652 |      50318 |             hydra.utils
import time:       604 |        604 |             hydra.main
import time:       611 |        611 |                   hydra.core.config_loader
import time:       530 |        530 |                     hydra._internal.sources_registry
import time:       636 |        636 |                     hydra.plugins.completion_plugin
import time:       538 |        538 |                     hydra.plugins.launcher
import time:       490 |        490 |                     hydra.plugins.search_path_plugin
import time:       536 |        536 |                     hydra.plugins.sweeper
import time:      2470 |       5197 |                   hydra.core.plugins
import time:       661 |        661 |                   hydra._internal.callbacks
import time:      1079 |       1079 |                     hydra._internal.config_repository
import time:       510 |        510 |                         hydra.core.override_parser
import time:       490 |        490 |                           hydra._internal.grammar
import time:       850 |       1339 |                         hydra._internal.grammar.utils
import time:      5340 |       7188 |                       hydra.core.override_parser.types
import time:      2678 |       9866 |                     hydra._internal.defaults_list
import time:       900 |        900 |                       hydra._internal.grammar.grammar_functions
import time:      1326 |       1326 |                       hydra._internal.grammar.functions
import time:       492 |        492 |                             hydra.grammar
import time:       414 |        906 |                           hydra.grammar.gen
import time:      3099 |       4005 |                         hydra.grammar.gen.OverrideLexer
import time:      1977 |       1977 |                         hydra.grammar.gen.OverrideParser
import time:       559 |        559 |                         hydra.grammar.gen.OverrideParserVisitor
import time:      1694 |       8233 |                       hydra.core.override_parser.overrides_visitor
import time:      1378 |      11836 |                     hydra.core.override_parser.overrides_parser
import time:      1579 |      24358 |                   hydra._internal.config_loader_impl
import time:      1893 |      32719 |                 hydra._internal.hydra
import time:       841 |      33559 |               hydra.core.global_hydra
import time:       732 |      34291 |             hydra.compose
import time:       569 |        569 |             hydra.initialize
import time:      1529 |      87310 |           hydra
import time:       602 |        602 |             lightning.__about__
import time:       626 |        626 |             lightning.__version__
import time:       646 |        646 |                       lightning_utilities.__about__
import time:       834 |        834 |                           lightning_utilities.core.apply_func
import time:       689 |        689 |                           lightning_utilities.core.enums
import time:       784 |        784 |                                           packaging._elffile
import time:       956 |       1739 |                                         packaging._manylinux
import time:       632 |        632 |                                         packaging._musllinux
import time:       655 |       3025 |                                       packaging.tags
import time:      1681 |       4705 |                                     packaging.utils
import time:      4199 |       8904 |                                   packaging.specifiers
import time:      4193 |      13096 |                                 packaging._tokenizer
import time:      1764 |      14859 |                               packaging._parser
import time:       908 |        908 |                               packaging.markers
import time:      1102 |      16868 |                             packaging.requirements
import time:      1038 |      17906 |                           lightning_utilities.core.imports
import time:       503 |        503 |                           lightning_utilities.core.overrides
import time:       641 |        641 |                           lightning_utilities.core.rank_zero
import time:      1769 |      22339 |                         lightning_utilities.core
import time:        30 |      22368 |                       lightning_utilities.core.apply_func
import time:      1117 |      24131 |                     lightning_utilities
import time:        16 |      24146 |                   lightning_utilities.core
import time:        17 |      24163 |                 lightning_utilities.core.imports
import time:       797 |        797 |                                 lightning.fabric.utilities.imports
import time:       874 |        874 |                                 lightning.fabric.utilities.types
import time:      5729 |       7400 |                               lightning.fabric.utilities.apply_func
import time:       549 |        549 |                                 lightning_utilities.core.inheritance
import time:       512 |        512 |                                 lightning.fabric.utilities.enums
import time:       494 |        494 |                                 lightning.fabric.utilities.exceptions
import time:       821 |        821 |                                 lightning.fabric.utilities.rank_zero
import time:       591 |        591 |                                 lightning.fabric.utilities.seed
import time:      2178 |       5142 |                               lightning.fabric.utilities.data
import time:      1245 |       1245 |                                     fsspec.caching
import time:       476 |        476 |                                     fsspec._version
import time:       588 |        588 |                                     fsspec.callbacks
import time:       677 |        677 |                                       fsspec.utils
import time:       635 |        635 |                                         fsspec.config
import time:       564 |        564 |                                         fsspec.dircache
import time:       552 |        552 |                                         fsspec.transaction
import time:      2051 |       3800 |                                       fsspec.spec
import time:       561 |        561 |                                       isal
import time:       542 |        542 |                                       lzmaffi
import time:       515 |        515 |                                       snappy
import time:       512 |        512 |                                         lz4
import time:        24 |        535 |                                       lz4.frame
import time:       516 |        516 |                                       zstandard
import time:      1719 |       8862 |                                     fsspec.compression
import time:       526 |        526 |                                       fsspec.registry
import time:      1275 |       1801 |                                     fsspec.core
import time:       487 |        487 |                                     fsspec.exceptions
import time:       675 |        675 |                                     fsspec.mapping
import time:     20550 |      34681 |                                   fsspec
import time:       525 |        525 |                                     fsspec.implementations
import time:       799 |       1324 |                                   fsspec.implementations.local
import time:       972 |      36976 |                                 lightning.fabric.utilities.cloud_io
import time:      1264 |      38240 |                               lightning.fabric.utilities.distributed
import time:       880 |        880 |                               lightning.fabric.utilities.throughput
import time:       623 |        623 |                               lightning.fabric.utilities.warnings
import time:      2236 |      54519 |                             lightning.fabric.utilities
import time:        29 |      54547 |                           lightning.fabric.utilities.exceptions
import time:       499 |        499 |                           lightning.fabric.utilities.registry
import time:       728 |      55773 |                         lightning.fabric.accelerators.registry
import time:       845 |      56617 |                       lightning.fabric.accelerators.accelerator
import time:       549 |        549 |                       lightning.fabric.accelerators.cpu
import time:       620 |        620 |                       lightning.fabric.accelerators.cuda
import time:       537 |        537 |                       lightning.fabric.accelerators.mps
import time:       705 |        705 |                         lightning.fabric.utilities.device_parser
import time:       828 |       1532 |                       lightning.fabric.accelerators.xla
import time:      1735 |      61588 |                     lightning.fabric.accelerators
import time:        27 |      61614 |                   lightning.fabric.accelerators.accelerator
import time:       616 |        616 |                           lightning.fabric.plugins.environments.cluster_environment
import time:       533 |        533 |                           lightning.fabric.plugins.environments.kubeflow
import time:       619 |        619 |                           lightning.fabric.plugins.environments.lightning
import time:       562 |        562 |                           lightning.fabric.plugins.environments.lsf
import time:       556 |        556 |                           lightning.fabric.plugins.environments.mpi
import time:       682 |        682 |                           lightning.fabric.plugins.environments.slurm
import time:       552 |        552 |                           lightning.fabric.plugins.environments.torchelastic
import time:       551 |        551 |                           lightning.fabric.plugins.environments.xla
import time:      2562 |       7229 |                         lightning.fabric.plugins.environments
import time:        29 |       7257 |                       lightning.fabric.plugins.environments.cluster_environment
import time:       623 |        623 |                           lightning.fabric.plugins.io.checkpoint_io
import time:       520 |        520 |                           lightning.fabric.plugins.io.torch_io
import time:       527 |        527 |                           lightning.fabric.plugins.io.xla
import time:      1197 |       2866 |                         lightning.fabric.plugins.io
import time:        26 |       2891 |                       lightning.fabric.plugins.io.checkpoint_io
import time:       769 |        769 |                             lightning.fabric.plugins.precision.precision
import time:       569 |        569 |                             lightning.fabric.plugins.precision.utils
import time:      1206 |       2543 |                           lightning.fabric.plugins.precision.amp
import time:       759 |        759 |                           lightning.fabric.plugins.precision.bitsandbytes
import time:       622 |        622 |                           lightning.fabric.plugins.precision.deepspeed
import time:       529 |        529 |                           lightning.fabric.plugins.precision.double
import time:       591 |        591 |                           lightning.fabric.plugins.precision.fsdp
import time:       526 |        526 |                           lightning.fabric.plugins.precision.half
import time:       711 |        711 |                           lightning.fabric.plugins.precision.transformer_engine
import time:       542 |        542 |                           lightning.fabric.plugins.precision.xla
import time:      2477 |       9298 |                         lightning.fabric.plugins.precision
import time:        26 |       9323 |                       lightning.fabric.plugins.precision.amp
import time:       577 |      20047 |                     lightning.fabric.plugins
import time:       680 |        680 |                             lightning.fabric.plugins.collectives.collective
import time:       547 |        547 |                             lightning.fabric.plugins.collectives.single_device
import time:       824 |        824 |                             lightning.fabric.plugins.collectives.torch_collective
import time:      1221 |       3271 |                           lightning.fabric.plugins.collectives
import time:        28 |       3298 |                         lightning.fabric.plugins.collectives.torch_collective
import time:       818 |        818 |                               multiprocessing.queues
import time:       590 |        590 |                               lightning.fabric.strategies.launchers.launcher
import time:      1740 |       3147 |                             lightning.fabric.strategies.launchers.multiprocessing
import time:       618 |        618 |                             lightning.fabric.strategies.launchers.subprocess_script
import time:       730 |        730 |                             lightning.fabric.strategies.launchers.xla
import time:      1277 |       5770 |                           lightning.fabric.strategies.launchers
import time:        29 |       5799 |                         lightning.fabric.strategies.launchers.multiprocessing
import time:       563 |        563 |                             lightning.fabric.strategies.registry
import time:       675 |        675 |                             lightning.fabric.utilities.init
import time:      1754 |       2992 |                           lightning.fabric.strategies.strategy
import time:       949 |       3940 |                         lightning.fabric.strategies.parallel
import time:      1303 |      14339 |                       lightning.fabric.strategies.ddp
import time:       809 |        809 |                         lightning.fabric.utilities.load
import time:      1105 |       1913 |                       lightning.fabric.strategies.deepspeed
import time:       587 |        587 |                       lightning.fabric.strategies.dp
import time:      1886 |       1886 |                       lightning.fabric.strategies.fsdp
import time:       860 |        860 |                       lightning.fabric.strategies.model_parallel
import time:       548 |        548 |                       lightning.fabric.strategies.single_device
import time:       787 |        787 |                       lightning.fabric.strategies.single_xla
import time:       621 |        621 |                       lightning.fabric.strategies.xla
import time:       910 |        910 |                       lightning.fabric.strategies.xla_fsdp
import time:      3336 |      25782 |                     lightning.fabric.strategies
import time:      1699 |      47527 |                   lightning.fabric.connector
import time:       606 |        606 |                       lightning.fabric.loggers.logger
import time:       571 |        571 |                       lightning.fabric.utilities.logger
import time:      1300 |       2476 |                     lightning.fabric.loggers.csv_logs
import time:       602 |        602 |                         lightning.fabric.utilities.device_dtype_mixin
import time:      1101 |       1702 |                       lightning.fabric.wrappers
import time:       956 |       2658 |                     lightning.fabric.loggers.tensorboard
import time:      1086 |       6219 |                   lightning.fabric.loggers
import time:      2004 |     117363 |                 lightning.fabric.fabric
import time:       805 |        805 |                   lightning.fabric._graveyard.tpu
import time:       540 |       1344 |                 lightning.fabric._graveyard
import time:      1309 |     144177 |               lightning.fabric
import time:        23 |     144200 |             lightning.fabric.fabric
import time:       459 |        459 |                             lightning.pytorch.utilities._pytree
import time:      1232 |       1690 |                           lightning.pytorch.utilities.combined_loader
import time:       569 |        569 |                           lightning.pytorch.utilities.enums
import time:       487 |        487 |                           lightning.pytorch.utilities.grads
import time:       546 |        546 |                           lightning.pytorch.utilities.parameter_tying
import time:       496 |        496 |                             lightning.pytorch.utilities.rank_zero
import time:       855 |       1351 |                           lightning.pytorch.utilities.parsing
import time:      1752 |       6392 |                         lightning.pytorch.utilities
import time:       584 |        584 |                           torchmetrics.__about__
import time:       457 |        457 |                                           torchmetrics.utilities.exceptions
import time:     17762 |      17762 |                                           torchmetrics.utilities.imports
import time:       784 |        784 |                                           torchmetrics.utilities.prints
import time:      1248 |      20251 |                                         torchmetrics.utilities.data
import time:       548 |        548 |                                         torchmetrics.utilities.distributed
import time:       728 |        728 |                                               matplotlib._api.deprecation
import time:      1189 |       1917 |                                             matplotlib._api
import time:       448 |        448 |                                             matplotlib._version
import time:       562 |        562 |                                               matplotlib._c_internal_utils
import time:      1487 |       2049 |                                             matplotlib.cbook
import time:       543 |        543 |                                             matplotlib._docstring
import time:       892 |        892 |                                                 matplotlib.backends.registry
import time:       799 |       1690 |                                               matplotlib.backends
import time:       539 |        539 |                                                   PIL.ImageChops
import time:       900 |        900 |                                                   PIL.ImageFile
import time:       524 |        524 |                                                   PIL.ImageSequence
import time:      1631 |       3591 |                                                 PIL.PngImagePlugin
import time:       774 |        774 |                                                 matplotlib._cm
import time:       634 |        634 |                                                       matplotlib._path
import time:       607 |        607 |                                                         matplotlib.bezier
import time:      1216 |       1822 |                                                       matplotlib.path
import time:      2240 |       4695 |                                                     matplotlib.transforms
import time:      1774 |       6468 |                                                   matplotlib.ticker
import time:      2143 |       8611 |                                                 matplotlib.scale
import time:       619 |        619 |                                                 matplotlib._image
import time:       936 |        936 |                                                 matplotlib._color_data
import time:      2732 |      17261 |                                               matplotlib.colors
import time:       806 |        806 |                                                   pyparsing.util
import time:       824 |        824 |                                                     pyparsing.unicode
import time:      2186 |       3010 |                                                   pyparsing.exceptions
import time:       628 |        628 |                                                   pyparsing.actions
import time:       791 |        791 |                                                     pyparsing.results
import time:      8466 |       9257 |                                                   pyparsing.core
import time:      2951 |       2951 |                                                   pyparsing.helpers
import time:       642 |        642 |                                                   pyparsing.testing
import time:      3801 |       3801 |                                                   pyparsing.common
import time:      3402 |      24494 |                                                 pyparsing
import time:       755 |      25249 |                                               matplotlib._fontconfig_pattern
import time:       904 |        904 |                                               matplotlib._enums
import time:      1009 |       1009 |                                               cycler
import time:      3259 |      49370 |                                             matplotlib.rcsetup
import time:      1938 |       1938 |                                             matplotlib.ft2font
