import time: self [us] | cumulative | imported package
import time:      1272 |       2487 |                               torch.ao.nn.sparse.quantized.dynamic.linear
import time:       953 |       3440 |                             torch.ao.nn.sparse.quantized.dynamic
import time:       975 |       4414 |                           torch.ao.nn.sparse.quantized
import time:       791 |       5205 |                         torch.ao.nn.sparse
import time:       561 |        561 |                         torch.ao.quantization.stubs
import time:      1373 |      14419 |                       torch.ao.quantization.quantization_mappings
import time:       637 |        637 |                       torch.ao.quantization.quantize
import time:     22210 |      22210 |                       torch.ao.quantization.quantize_jit
import time:      4016 |     220746 |                     torch.ao.quantization
import time:        32 |     220777 |                   torch.ao.quantization.fake_quantize
import time:       623 |     221400 |                 torch.quantization.fake_quantize
import time:       653 |        653 |                 torch.quantization.fuse_modules
import time:       532 |        532 |                 torch.quantization.fuser_method_mappings
import time:       516 |        516 |                 torch.quantization.observer
import time:       487 |        487 |                 torch.quantization.qconfig
import time:       473 |        473 |                 torch.quantization.quant_type
import time:       479 |        479 |                 torch.quantization.quantization_mappings
import time:       474 |        474 |                 torch.quantization.quantize
import time:       490 |        490 |                 torch.quantization.quantize_jit
import time:       467 |        467 |                 torch.quantization.stubs
import time:      3125 |     229090 |               torch.quantization
import time:       525 |        525 |               torch.quasirandom
import time:       503 |        503 |               torch.multiprocessing._atfork
import time:       814 |        814 |               torch._lobpcg
import time:       545 |        545 |                   torch.masked._docs
import time:       725 |        725 |                         torch.masked.maskedtensor.core
import time:      4913 |       5638 |                       torch.masked.maskedtensor.binary
import time:      1171 |       1171 |                       torch.masked.maskedtensor.passthrough
import time:       475 |        475 |                         torch.masked.maskedtensor.creation
import time:      1784 |       2259 |                       torch.masked.maskedtensor.reductions
import time:      4282 |       4282 |                       torch.masked.maskedtensor.unary
import time:      1739 |      15086 |                     torch.masked.maskedtensor
import time:        29 |      15115 |                   torch.masked.maskedtensor.core
import time:      1320 |      16979 |                 torch.masked._ops
import time:      1193 |      18172 |               torch.masked
import time:       691 |        691 |               torch.utils.dlpack
import time:       977 |        977 |                   torch.fx.experimental.const_fold
import time:      1141 |       2118 |                 torch._functorch.eager_transforms
import time:       752 |        752 |                 torch._functorch.functional_call
import time:       583 |        583 |                 torch._functorch.batch_norm_replacement
import time:      1748 |       5199 |               torch.func
import time:       601 |        601 |                         torch.utils._content_store
import time:       967 |       1568 |                       torch._prims.debug_prims
import time:       910 |        910 |                       torch._prims.rng_prims
import time:       941 |        941 |                       torch._prims_common.wrappers
import time:    343206 |     346623 |                     torch._prims
import time:      1160 |       1160 |                     torch._higher_order_ops.out_dtype
import time:     30523 |     378305 |                   torch._decomp.decompositions
import time:      2595 |       2595 |                     torch._refs._conversions
import time:      4898 |       4898 |                     torch._refs.fft
import time:      2597 |       2597 |                     torch._refs.linalg
import time:       605 |        605 |                       torch._refs.nn
import time:      5835 |       6439 |                     torch._refs.nn.functional
import time:      3484 |       3484 |                     torch._refs.special
import time:     39208 |      59219 |                   torch._refs
import time:       959 |     438482 |                 torch._decomp
import time:    105740 |     544222 |               torch._meta_registrations
import time:       758 |        758 |               torch.compiler
import time:    502806 |    1997711 |             torch
import time:       965 |        965 |             packaging
import time:       535 |        535 |               packaging._structures
import time:      1612 |       2147 |             packaging.version
import time:      3099 |    2112581 |           modelscope.utils.torch_utils
import time:      1468 |    2114559 |         modelscope.utils.registry
import time:      2680 |    2130265 |       modelscope.utils.ast_utils
import time:       524 |        524 |       modelscope.utils.error
import time:      5447 |    2136938 |     modelscope.utils.import_utils
import time:      1663 |    2138600 |   modelscope
import time:      3192 |       3192 |   http.cookiejar
import time:      1740 |       1740 |         urllib3.exceptions
import time:       695 |        695 |                 urllib3.util.timeout
import time:      1603 |       2298 |               urllib3.util.connection
import time:       503 |        503 |                 urllib3.util.util
import time:       569 |        569 |                 brotlicffi
import time:       513 |        513 |                 brotli
import time:       520 |        520 |                 zstandard
import time:      1131 |       3234 |               urllib3.util.request
import time:       572 |        572 |               urllib3.util.response
import time:       830 |        830 |               urllib3.util.retry
import time:       818 |        818 |                 hmac
import time:      7885 |       7885 |                 urllib3.util.url
import time:       823 |        823 |                 urllib3.util.ssltransport
import time:      1736 |      11261 |               urllib3.util.ssl_
import time:       577 |        577 |               urllib3.util.wait
import time:      2419 |      21189 |             urllib3.util
import time:        29 |      21218 |           urllib3.util.connection
import time:      1099 |      22316 |         urllib3._base_connection
import time:      1145 |       1145 |         urllib3._collections
import time:       562 |        562 |         urllib3._version
import time:      1089 |       1089 |                 mimetypes
import time:      1149 |       2238 |               urllib3.fields
import time:      1001 |       3239 |             urllib3.filepost
import time:       556 |        556 |               brotlicffi
import time:       551 |        551 |               brotli
import time:       578 |        578 |               zstandard
import time:       739 |        739 |                 urllib3.http2
import time:      1623 |       1623 |                 urllib3.http2.probe
import time:      1140 |       1140 |                 urllib3.util.ssl_match_hostname
import time:      1803 |       5304 |               urllib3.connection
import time:      1382 |       8368 |             urllib3.response
import time:      1372 |      12977 |           urllib3._request_methods
import time:       514 |        514 |           urllib3.util.proxy
import time:      1346 |      14837 |         urllib3.connectionpool
import time:      1203 |       1203 |         urllib3.poolmanager
import time:      2996 |      44797 |       urllib3
import time:      1749 |       1749 |               charset_normalizer.constant
import time:       589 |        589 |                 charset_normalizer.md__mypyc
import time:       707 |        707 |                 charset_normalizer.utils
import time:      1042 |       2337 |               charset_normalizer.md
import time:      1181 |       1181 |               charset_normalizer.models
import time:      1522 |       6788 |             charset_normalizer.cd
import time:      1136 |       7923 |           charset_normalizer.api
import time:       531 |        531 |           charset_normalizer.legacy
import time:       461 |        461 |           charset_normalizer.version
import time:       550 |        550 |           simplejson
import time:      1397 |       1397 |           http.cookies
import time:      3111 |      13971 |         requests.compat
import time:      1268 |      15238 |       requests.exceptions
import time:       535 |        535 |       chardet
import time:       876 |        876 |             idna.idnadata
import time:       493 |        493 |             idna.intranges
import time:      1520 |       2888 |           idna.core
import time:       514 |        514 |           idna.package_data
import time:      1394 |       4795 |         idna
import time:      1393 |       6188 |       requests.packages
import time:       637 |        637 |             certifi.core
import time:      1175 |       1811 |           certifi
import time:       674 |       2485 |         requests.certs
import time:       467 |        467 |         requests.__version__
import time:       803 |        803 |         requests._internal_utils
import time:       711 |        711 |         requests.cookies
import time:       588 |        588 |         requests.structures
import time:       605 |        605 |             importlib.resources._itertools
import time:       940 |       1545 |           importlib.resources.readers
import time:       749 |       2294 |         importlib.readers
import time:      2491 |       9836 |       requests.utils
import time:      1048 |       1048 |             requests.auth
import time:       840 |        840 |                 stringprep
import time:       874 |       1713 |               encodings.idna
import time:       500 |        500 |               requests.hooks
import time:       778 |        778 |               requests.status_codes
import time:      1273 |       4262 |             requests.models
import time:       543 |        543 |               urllib3.contrib
import time:      1302 |       1302 |               socks
import time:      1277 |       3120 |             urllib3.contrib.socks
import time:    257416 |     265845 |           requests.adapters
import time:      1454 |     267299 |         requests.sessions
import time:       556 |     267854 |       requests.api
import time:      1899 |     346344 |     requests
import time:       732 |        732 |     modelscope.hub.constants
import time:       658 |        658 |     modelscope.hub.errors
import time:       656 |        656 |     modelscope.hub.git
import time:       505 |        505 |         modelscope.hub.utils
import time:       680 |       1185 |       modelscope.hub.utils.utils
import time:       842 |       2026 |     modelscope.hub.repository
import time:      1936 |       1936 |     modelscope.utils.repo_utils
import time:       549 |        549 |     modelscope.utils.thread_utils
import time:      3140 |     356038 |   modelscope.hub.api
import time:       491 |        491 |       tqdm.autonotebook
import time:       520 |        520 |       tqdm.asyncio
import time:       997 |       2007 |     tqdm.auto
import time:       586 |        586 |     modelscope.hub.utils.caching
import time:      1238 |       3830 |   modelscope.hub.file_download
import time:       701 |        701 |         onnxruntime.capi
import time:       472 |        472 |         onnxruntime.capi._ld_preload
import time:       483 |        483 |         onnxruntime.capi.version_info
import time:     20724 |      20724 |         onnxruntime.capi.onnxruntime_pybind11_state
import time:      1000 |      23379 |       onnxruntime.capi._pybind_state
import time:       100 |        100 |           onnxruntime.training
import time:        27 |        127 |         onnxruntime.training.ortmodule
import time:       544 |        670 |       onnxruntime.capi.onnxruntime_validation
import time:       841 |        841 |       onnxruntime.capi.onnxruntime_inference_collection
import time:        99 |         99 |       onnxruntime.experimental
import time:      2247 |      27234 |     onnxruntime
import time:       651 |        651 |         whisper.utils
import time:       982 |       1632 |       whisper.audio
import time:      1284 |       1284 |                     regex._regex
import time:      6370 |       7654 |                   regex._regex_core
import time:        99 |         99 |                   regex.DEFAULT_VERSION
import time:      1763 |       9515 |                 regex.regex
import time:      1189 |      10704 |               regex
import time:       521 |        521 |               tiktoken._tiktoken
import time:      1060 |      12285 |             tiktoken.core
import time:      1201 |       1201 |                 tiktoken_ext
import time:       748 |       1949 |               tiktoken.registry
import time:       763 |       2711 |             tiktoken.model
import time:      1428 |      16422 |           tiktoken
import time:      1222 |      17644 |         whisper.tokenizer
import time:      3577 |      21221 |       whisper.decoding
import time:       804 |        804 |                 scipy.__config__
import time:       471 |        471 |                 scipy.version
import time:        95 |         95 |                   scipy._distributor_init_local
import time:       736 |        830 |                 scipy._distributor_init
import time:       536 |        536 |                             __builtin__
import time:       622 |        622 |                             __builtin__
import time:      2746 |       3903 |                           Cython.Shadow
import time:      1223 |       5125 |                         Cython
import time:       120 |       5245 |                       Cython.Shadow
import time:      1021 |       6266 |                     cython
import time:       542 |        542 |                       Cython.Compiler
import time:       689 |       1231 |                     Cython.Compiler.Version
import time:      1943 |       1943 |                     scipy._lib._pep440
import time:      1581 |      11020 |                   scipy._lib._testutils
import time:       826 |      11846 |                 scipy._lib
import time:       544 |        544 |                   scipy._lib._ccallback_c
import time:       601 |       1145 |                 scipy._lib._ccallback
import time:      1854 |      16947 |               scipy
import time:       663 |        663 |               numba._version
import time:       581 |        581 |                 numba.misc
import time:       750 |       1331 |               numba.misc.init_utils
import time:       536 |        536 |               numba.core
import time:       571 |        571 |                     llvmlite._version
import time:      1055 |       1625 |                   llvmlite
import time:       524 |        524 |                       llvmlite.binding.common
import time:       476 |        476 |                       llvmlite.utils
import time:      1644 |       2642 |                     llvmlite.binding.ffi
import time:      5858 |       8500 |                   llvmlite.binding.dylib
import time:       797 |        797 |                     llvmlite.binding.targets
import time:       605 |        605 |                     llvmlite.binding.object_file
import time:       869 |       2270 |                   llvmlite.binding.executionengine
import time:       521 |        521 |                   llvmlite.binding.initfini
import time:       498 |        498 |                   llvmlite.binding.linker
import time:       884 |        884 |                       llvmlite.binding.typeref
import time:      2072 |       2955 |                     llvmlite.binding.value
import time:       660 |        660 |                     llvmlite.binding.context
import time:      1334 |       4949 |                   llvmlite.binding.module
import time:       523 |        523 |                   llvmlite.binding.options
import time:      1445 |       1445 |                   llvmlite.binding.passmanagers
import time:       631 |        631 |                   llvmlite.binding.transforms
import time:       507 |        507 |                   llvmlite.binding.analysis
import time:       682 |        682 |                   llvmlite.binding.orcjit
import time:      3774 |      25920 |                 llvmlite.binding
import time:      1261 |      27181 |               numba.core.config
import time:      1865 |       1865 |                 numba.core.utils
import time:      1489 |       1489 |                 numba.core.types.abstract
import time:      1499 |       1499 |                     numba.core.errors
import time:       929 |       2427 |                   numba.core.types.common
import time:       795 |        795 |                       numba.core.typeconv.castgraph
import time:       920 |       1714 |                     numba.core.typeconv
import time:       526 |        526 |                       numba.core.consts
import time:      1523 |       2048 |                     numba.core.ir
import time:      1687 |       5448 |                   numba.core.types.misc
import time:      2013 |       9888 |                 numba.core.types.containers
import time:      1152 |       1152 |                 numba.core.types.functions
import time:       622 |        622 |                 numba.core.types.iterators
import time:       543 |        543 |                       llvmlite.ir._utils
import time:      1265 |       1807 |                     llvmlite.ir.types
import time:      1558 |       1558 |                     llvmlite.ir.values
import time:       495 |        495 |                       llvmlite.ir.context
import time:       590 |       1084 |                     llvmlite.ir.module
import time:      1276 |       1276 |                       llvmlite.ir.instructions
import time:       901 |       2176 |                     llvmlite.ir.builder
import time:       548 |        548 |                     llvmlite.ir.transforms
import time:      2691 |       9863 |                   llvmlite.ir
import time:      1053 |      10916 |                 numba.core.types.npytypes
import time:       532 |        532 |                   numba.np
import time:       682 |        682 |                   numba.np.npdatetime_helpers
import time:      1011 |       2224 |                 numba.core.types.scalars
import time:       695 |        695 |                 numba.core.types.function_type
import time:      3030 |      31876 |               numba.core.types
import time:       561 |        561 |                           numba.core.typeconv._typeconv
import time:       540 |       1100 |                         numba.core.typeconv.typeconv
import time:      7450 |       8550 |                       numba.core.typeconv.rules
import time:       654 |        654 |                         numba.core.targetconfig
import time:       588 |        588 |                         numba.core.cpu_options
import time:      1808 |       3049 |                       numba.core.typing.templates
import time:       543 |        543 |                                   backports_abc
import time:       772 |       1315 |                                 numpy.random._common
import time:       626 |        626 |                                 secrets
import time:       696 |       2637 |                               numpy.random.bit_generator
import time:       500 |        500 |                                 numpy.random._bounded_integers
import time:       518 |        518 |                                 numpy.random._mt19937
import time:      1055 |       2072 |                               numpy.random.mtrand
import time:       476 |        476 |                               numpy.random._philox
import time:       455 |        455 |                               numpy.random._pcg64
import time:       455 |        455 |                               numpy.random._sfc64
import time:       960 |        960 |                               numpy.random._generator
import time:       874 |       7927 |                             numpy.random._pickle
import time:       967 |       8894 |                           numpy.random
import time:        27 |       8921 |                         numpy.random.bit_generator
import time:       756 |        756 |                                   numba.core.datamodel.manager
import time:       697 |        697 |                                   numba.core.datamodel.packer
import time:       590 |        590 |                                   numba.core.datamodel.registry
import time:      1690 |       1690 |                                   numba.core.datamodel.models
import time:      1854 |       5585 |                                 numba.core.datamodel
import time:        29 |       5613 |                               numba.core.datamodel.models
import time:       665 |       6277 |                             numba.core.debuginfo
import time:       980 |       7257 |                           numba.core.cgutils
import time:      2015 |       9272 |                         numba.np.numpy_support
import time:       566 |        566 |                             numpy.polynomial.polyutils
import time:       703 |        703 |                             numpy.polynomial._polybase
import time:      1884 |       3153 |                           numpy.polynomial.polynomial
import time:       758 |        758 |                           numpy.polynomial.chebyshev
import time:       633 |        633 |                           numpy.polynomial.legendre
import time:       637 |        637 |                           numpy.polynomial.hermite
import time:       616 |        616 |                           numpy.polynomial.hermite_e
import time:       619 |        619 |                           numpy.polynomial.laguerre
import time:      3703 |      10117 |                         numpy.polynomial
import time:     36738 |      65047 |                       numba.core.typing.typeof
import time:      1482 |      78127 |                     numba.core.typing.context
import time:       868 |      78995 |                   numba.core.typing
import time:        29 |      79023 |                 numba.core.typing.typeof
import time:       571 |        571 |                 numba.core.typing.asnumbatype
import time:       766 |      80358 |               numba.misc.special
import time:       517 |        517 |                   numba.stencils
import time:       858 |        858 |                       numba.core.imputils
import time:       677 |        677 |                         numba._helperlib
import time:       802 |        802 |                             numba.core.itanium_mangler
import time:       696 |       1498 |                           numba.core.funcdesc
import time:       908 |        908 |                           numba.core.generators
import time:       591 |        591 |                           numba.core.removerefctpass
import time:       605 |        605 |                             numba._dynfunc
import time:       552 |       1157 |                           numba.core.environment
import time:       824 |        824 |                             numba.core.controlflow
import time:      1394 |       2217 |                           numba.core.analysis
import time:       545 |        545 |                           numba.misc.firstlinefinder
import time:      1920 |       8831 |                         numba.core.lowering
import time:      1223 |       1223 |                             numba.cloudpickle.cloudpickle
import time:      1200 |       2422 |                           numba.cloudpickle
import time:       647 |       3069 |                         numba.core.serialize
import time:      1896 |      14472 |                       numba.core.pythonapi
import time:      2109 |      17439 |                     numba.core.extending
import time:       756 |        756 |                       numba.core.transforms
import time:       634 |       1390 |                     numba.core.postproc
import time:       735 |        735 |                       numba.core.rewrites.registry
import time:       783 |        783 |                       numba.core.rewrites.static_getitem
import time:       531 |        531 |                       numba.core.rewrites.static_raise
import time:       503 |        503 |                       numba.core.rewrites.static_binop
import time:       513 |        513 |                       numba.core.rewrites.ir_print
import time:       931 |       3993 |                     numba.core.rewrites
import time:      1285 |      24105 |                   numba.core.ir_utils
import time:       499 |        499 |                     numba.core.descriptors
import time:       550 |        550 |                         numba._devicearray
import time:       637 |       1187 |                       numba._dispatcher
import time:       565 |        565 |                         numba.core.tracing
import time:      1245 |       1245 |                           numba.core.byteflow
import time:       529 |        529 |                           numba.core.unsafe
import time:       794 |        794 |                           numba.core.unsafe.eh
import time:       515 |        515 |                               numba.cpython
import time:       678 |       1192 |                             numba.cpython.unsafe
import time:       740 |       1931 |                           numba.cpython.unsafe.tuple
import time:      2665 |       7163 |                         numba.core.interpreter
import time:       930 |        930 |                         numba.core.bytecode
import time:       747 |        747 |                             numba.core.event
import time:       532 |        532 |                             numba.core.compiler_lock
import time:      1078 |       1078 |                                         numba.core.typeinfer
import time:       684 |        684 |                                         numba.stencils.stencilparfor
import time:      3736 |       3736 |                                         numba.core.typing.npydecl
import time:      1278 |       1278 |                                         numba.parfors.array_analysis
import time:      4852 |      11626 |                                       numba.parfors.parfor
import time:       511 |        511 |                                       numba.core.sigutils
import time:       705 |        705 |                                       numba.parfors.parfor_lowering_utils
import time:      2969 |      15810 |                                     numba.parfors.parfor_lowering
import time:       561 |      16370 |                                   numba.parfors
import time:        28 |      16398 |                                 numba.parfors.parfor
import time:      6393 |      22791 |                               numba.core.typing.builtins
import time:       616 |        616 |                               numba.extending
import time:      2434 |      25840 |                             numba.cpython.builtins
import time:      1418 |      28535 |                           numba.core.base
import time:      1403 |      29938 |                         numba.core.callconv
import time:       553 |        553 |                           numba.core.callwrapper
import time:      1419 |       1419 |                               html.entities
import time:      1561 |       2980 |                             html
import time:       510 |        510 |                             numba.core.llvm_bindings
import time:       504 |        504 |                                   numba.core.runtime.nrtdynmod
import time:       589 |        589 |                                   numba.core.runtime._nrt_python
import time:      1064 |       2157 |                                 numba.core.runtime.nrt
import time:       927 |       3083 |                               numba.core.runtime
import time:      1005 |       4087 |                             numba.core.runtime.nrtopt
import time:       505 |        505 |                             numba.misc.inspection
import time:       950 |        950 |                             numba.misc.llvm_pass_timings
import time:      2366 |      11396 |                           numba.core.codegen
import time:       552 |        552 |                             numba.core.intrinsics
import time:       676 |       1227 |                           numba.core.externals
import time:       524 |        524 |                           numba.core.fastmathpass
import time:       800 |        800 |                           numba.core.options
import time:       500 |        500 |                           numba.core.entrypoints
import time:       569 |        569 |                           numba.np.ufunc_db
import time:      1323 |      16891 |                         numba.core.cpu
import time:      1166 |       1166 |                         numba.core.compiler_machinery
import time:       697 |        697 |                           numba.core.ssa
import time:      2039 |       2736 |                         numba.core.untyped_passes
import time:       575 |        575 |                           numba.core.annotations
import time:       863 |        863 |                           numba.core.annotations.type_annotations
import time:      2322 |       3759 |                         numba.core.typed_passes
import time:      1153 |       1153 |                           numba.core.pylowering
import time:       648 |       1800 |                         numba.core.object_mode_passes
import time:      3804 |      68747 |                       numba.core.compiler
import time:       754 |        754 |                                   _win32sysloader
import time:      2750 |       3503 |                                 pywintypes
import time:      5006 |       8509 |                               pythoncom
import time:      1503 |       1503 |                               win32api
import time:       466 |        466 |                               win32com.gen_py
import time:      1238 |      11715 |                             win32com
import time:       968 |      12682 |                           win32com.shell
import time:       636 |      13318 |                         numba.misc.appdirs
import time:      2004 |      15321 |                       numba.core.caching
import time:      2081 |      87335 |                     numba.core.dispatcher
import time:       819 |      88652 |                   numba.core.registry
import time:       895 |     114169 |                 numba.stencils.stencil
import time:       925 |     115093 |               numba.core.decorators
import time:       585 |        585 |                   numba.np.ufunc._internal
import time:       937 |        937 |                     numba.np.ufunc.wrappers
import time:       672 |        672 |                       numba.core.target_extension
import time:       479 |        479 |                       numba.np.ufunc.sigparse
import time:      1470 |       2620 |                     numba.np.ufunc.ufuncbuilder
import time:      1340 |       4896 |                   numba.np.ufunc.parallel
import time:       542 |        542 |                     numba.np.ufunc.ufunc_base
import time:      1097 |       1639 |                   numba.np.ufunc.dufunc
import time:       885 |        885 |                   numba.np.ufunc.gufunc
import time:      1360 |       9362 |                 numba.np.ufunc.decorators
import time:       986 |        986 |                 numba.np.ufunc.array_exprs
import time:       944 |      11292 |               numba.np.ufunc
import time:       725 |        725 |                   numba.experimental.jitclass.decorators
import time:       556 |        556 |                     numba.experimental.jitclass._box
import time:       821 |       1377 |                   numba.experimental.jitclass.boxing
import time:      3659 |       3659 |                   numba.experimental.jitclass.overloads
import time:      1091 |       6850 |                 numba.experimental.jitclass
import time:       525 |       7375 |               numba.experimental
import time:      1063 |       1063 |               numba.core.withcontexts
import time:       540 |        540 |               numba.typed
import time:      4565 |     298814 |             numba
import time:      5666 |     304480 |           whisper.timing
import time:      1058 |     305537 |         whisper.transcribe
import time:      1933 |     307469 |       whisper.model
import time:       538 |        538 |       whisper.version
import time:      2142 |     333001 |     whisper
import time:       225 |        225 |               torchaudio._internal.fb
import time:       526 |        750 |             torchaudio._internal
import time:       513 |       1263 |           torchaudio._internal.module_utils
import time:       709 |        709 |           torchaudio._extension.utils
import time:       516 |        516 |           torchaudio.lib
import time:       761 |        761 |           torchaudio.lib._torchaudio
import time:      4063 |       7309 |         torchaudio._extension
import time:       657 |        657 |                     torio._extension.utils
import time:       871 |       1528 |                   torio._extension
import time:      3434 |       3434 |                     torio.io._streaming_media_decoder
import time:       994 |        994 |                     torio.io._streaming_media_encoder
import time:      1275 |       5702 |                   torio.io
import time:       657 |        657 |                     torio.utils.ffmpeg_utils
import time:       761 |       1417 |                   torio.utils
import time:      1060 |       9706 |                 torio
import time:        18 |       9723 |               torio.io
import time:       691 |        691 |               torchaudio.io._effector
import time:       487 |        487 |               torchaudio.io._playback
import time:      1249 |      12149 |             torchaudio.io
import time:       462 |        462 |               torchaudio._backend.common
import time:      1072 |       1072 |                 ctypes.util
import time:      1023 |       1023 |                   _cffi_backend
import time:       809 |       1832 |                 _soundfile
import time:      1035 |       1035 |                 _soundfile_data
import time:      2736 |       6673 |               soundfile
import time:      1868 |       9003 |             torchaudio._backend.soundfile_backend
import time:       616 |        616 |             torchaudio._backend.backend
import time:       579 |        579 |             torchaudio._backend.ffmpeg
import time:       532 |        532 |             torchaudio._backend.soundfile
import time:       531 |        531 |             torchaudio._backend.sox
import time:      2602 |      26008 |           torchaudio._backend.utils
import time:       505 |        505 |           torio.lib
import time:      4418 |      30929 |         torchaudio._backend
import time:      1061 |       1061 |           torchaudio.compliance.kaldi
import time:       775 |       1836 |         torchaudio.compliance
import time:       495 |        495 |             torchaudio.datasets.utils
import time:       959 |       1454 |           torchaudio.datasets.cmuarctic
import time:       557 |        557 |           torchaudio.datasets.cmudict
import time:       540 |        540 |           torchaudio.datasets.commonvoice
import time:       702 |        702 |           torchaudio.datasets.dr_vctk
import time:       635 |        635 |           torchaudio.datasets.fluentcommands
import time:       648 |        648 |           torchaudio.datasets.gtzan
import time:       585 |        585 |           torchaudio.datasets.iemocap
import time:       581 |        581 |             torchaudio.datasets.librispeech
import time:       862 |       1442 |           torchaudio.datasets.librilight_limited
import time:       588 |        588 |           torchaudio.datasets.librimix
import time:       557 |        557 |           torchaudio.datasets.librispeech_biasing
import time:       670 |        670 |           torchaudio.datasets.libritts
import time:       538 |        538 |           torchaudio.datasets.ljspeech
import time:       572 |        572 |           torchaudio.datasets.musdb_hq
import time:       577 |        577 |           torchaudio.datasets.quesst14
import time:       555 |        555 |           torchaudio.datasets.snips
import time:       602 |        602 |           torchaudio.datasets.speechcommands
import time:       549 |        549 |           torchaudio.datasets.tedlium
import time:       538 |        538 |           torchaudio.datasets.vctk
import time:       658 |        658 |           torchaudio.datasets.voxceleb1
import time:       586 |        586 |           torchaudio.datasets.yesno
import time:      5933 |      19476 |         torchaudio.datasets
import time:       992 |        992 |           torchaudio.functional._alignment
import time:       884 |        884 |           torchaudio.functional.filtering
import time:       886 |        886 |           torchaudio.functional.functional
import time:      2085 |       4845 |         torchaudio.functional
import time:      3003 |       3003 |         torchaudio.kaldi_io
import time:       966 |        966 |           torchaudio.models._hdemucs
import time:       573 |        573 |           torchaudio.models.conformer
import time:       581 |        581 |           torchaudio.models.conv_tasnet
import time:       512 |        512 |           torchaudio.models.deepspeech
import time:       806 |        806 |           torchaudio.models.emformer
import time:      1098 |       1098 |           torchaudio.models.rnnt
import time:       746 |        746 |           torchaudio.models.rnnt_decoder
import time:       759 |        759 |             torchaudio.models.squim.objective
import time:       546 |        546 |             torchaudio.models.squim.subjective
import time:      1155 |       2459 |           torchaudio.models.squim
import time:       766 |        766 |           torchaudio.models.tacotron2
import time:       494 |        494 |           torchaudio.models.wav2letter
import time:       521 |        521 |                     torchaudio.models.wav2vec2.wavlm_attention
import time:      1136 |       1656 |                   torchaudio.models.wav2vec2.components
import time:       917 |       2573 |                 torchaudio.models.wav2vec2.model
import time:      1145 |       3718 |               torchaudio.models.wav2vec2.utils.import_fairseq
import time:       561 |        561 |               torchaudio.models.wav2vec2.utils.import_huggingface
import time:      1170 |       5449 |             torchaudio.models.wav2vec2.utils
import time:       571 |       6019 |           torchaudio.models.wav2vec2
import time:       685 |        685 |           torchaudio.models.wavernn
import time:      4344 |      20044 |         torchaudio.models
import time:       967 |        967 |           torchaudio.pipelines._source_separation_pipeline
import time:       995 |        995 |           torchaudio.pipelines._squim_pipeline
import time:       709 |        709 |                 torchaudio.transforms._multi_channel
import time:      1229 |       1229 |                 torchaudio.transforms._transforms
import time:      1578 |       3515 |               torchaudio.transforms
import time:       535 |        535 |               torchaudio.pipelines._tts.utils
import time:       604 |        604 |               torchaudio.pipelines._tts.interface
import time:      3925 |       8578 |             torchaudio.pipelines._tts.impl
import time:       853 |       9430 |           torchaudio.pipelines._tts
import time:       540 |        540 |             torchaudio.pipelines._wav2vec2
import time:       641 |        641 |             torchaudio.pipelines._wav2vec2.aligner
import time:       550 |        550 |             torchaudio.pipelines._wav2vec2.utils
import time:      2034 |       3763 |           torchaudio.pipelines._wav2vec2.impl
import time:      1315 |       1315 |           torchaudio.pipelines.rnnt_pipeline
import time:      2110 |      18578 |         torchaudio.pipelines
import time:       611 |        611 |                 torchaudio.utils.sox_utils
import time:       529 |        529 |                 torchaudio.utils.download
import time:      1067 |       2207 |               torchaudio.utils
import time:        27 |       2233 |             torchaudio.utils.sox_utils
import time:       988 |       3221 |           torchaudio.sox_effects.sox_effects
import time:       826 |       4047 |         torchaudio.sox_effects
import time:       575 |        575 |           torchaudio.backend.common
import time:       437 |        437 |           torchaudio.backend.no_backend
import time:       445 |        445 |           torchaudio.backend.soundfile_backend
import time:       440 |        440 |           torchaudio.backend.sox_io_backend
import time:       805 |       2700 |         torchaudio.backend
import time:       446 |        446 |         torchaudio.version
import time:      1282 |     114490 |       torchaudio
import time:        25 |     114514 |     torchaudio.compliance
import time:      1271 |       1271 |           more_itertools.recipes
import time:      1699 |       2970 |         more_itertools.more
import time:      1637 |       4607 |       more_itertools
import time:      1031 |       1031 |           typeguard._config
import time:       775 |        775 |           typeguard._exceptions
import time:       558 |        558 |           typeguard._memo
import time:       585 |        585 |           typeguard._utils
import time:      1939 |       4886 |         typeguard._checkers
import time:       495 |        495 |             typeguard._suppression
import time:       805 |       1300 |           typeguard._functions
import time:      1534 |       1534 |           typeguard._transformer
import time:      1250 |       4083 |         typeguard._decorators
import time:      1538 |       1538 |         typeguard._importhook
import time:     18749 |      29254 |       typeguard
import time:       651 |        651 |         inflect.compat
import time:       638 |       1288 |       inflect.compat.py38
import time:   1583451 |    1618599 |     inflect
import time:       580 |        580 |     ttsfrd
WARNING:root:failed to import ttsfrd, use WeTextProcessing instead
import time:       960 |        960 |         tn
import time:       804 |       1763 |       tn.chinese
import time:       565 |        565 |         tn.token_parser
import time:       564 |        564 |               backports_abc
import time:      3821 |       4385 |             _pywrapfst
import time:       567 |        567 |             backports_abc
import time:      4287 |       9237 |           _pynini
import time:       969 |      10205 |         pynini
import time:       712 |        712 |         pynini.lib
import time:     11357 |      11357 |         pynini.lib.byte
import time:      9707 |       9707 |         pynini.lib.utf8
import time:       700 |        700 |         pynini.lib.pynutil
import time:      1661 |      34905 |       tn.processor
import time:       578 |        578 |         tn.chinese.rules
